"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/16/2020","AQS","517100024","2","6","ug/m3 SC","6","NOAA","1","100.0000","81102","PM10 Total 0-10um STP","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.8555500009058","-76.30135"
"01/22/2020","AQS","517100024","2","7","ug/m3 SC","6","NOAA","1","100.0000","81102","PM10 Total 0-10um STP","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.8555500009058","-76.30135"
"01/28/2020","AQS","517100024","2","6","ug/m3 SC","6","NOAA","1","100.0000","81102","PM10 Total 0-10um STP","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.8555500009058","-76.30135"
"02/03/2020","AQS","517100024","2","11","ug/m3 SC","10","NOAA","1","100.0000","81102","PM10 Total 0-10um STP","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.8555500009058","-76.30135"
"02/15/2020","AQS","517100024","2","5","ug/m3 SC","5","NOAA","1","100.0000","81102","PM10 Total 0-10um STP","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.8555500009058","-76.30135"
"02/21/2020","AQS","517100024","2","6","ug/m3 SC","6","NOAA","1","100.0000","81102","PM10 Total 0-10um STP","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.8555500009058","-76.30135"
"02/27/2020","AQS","517100024","2","3","ug/m3 SC","3","NOAA","1","100.0000","81102","PM10 Total 0-10um STP","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.8555500009058","-76.30135"
"03/04/2020","AQS","517100024","2","7","ug/m3 SC","6","NOAA","1","100.0000","81102","PM10 Total 0-10um STP","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.8555500009058","-76.30135"
"03/10/2020","AQS","517100024","2","10","ug/m3 SC","9","NOAA","1","100.0000","81102","PM10 Total 0-10um STP","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.8555500009058","-76.30135"
"01/04/2020","AQS","518400002","1","5","ug/m3 SC","5","Winchester Courts Building","1","100.0000","81102","PM10 Total 0-10um STP","49020","Winchester, VA-WV","51","Virginia","840","Winchester City","39.1839700009242","-78.16308"
"01/10/2020","AQS","518400002","1","10","ug/m3 SC","9","Winchester Courts Building","1","100.0000","81102","PM10 Total 0-10um STP","49020","Winchester, VA-WV","51","Virginia","840","Winchester City","39.1839700009242","-78.16308"
"01/16/2020","AQS","518400002","1","4","ug/m3 SC","4","Winchester Courts Building","1","100.0000","81102","PM10 Total 0-10um STP","49020","Winchester, VA-WV","51","Virginia","840","Winchester City","39.1839700009242","-78.16308"
"01/22/2020","AQS","518400002","1","15","ug/m3 SC","14","Winchester Courts Building","1","100.0000","81102","PM10 Total 0-10um STP","49020","Winchester, VA-WV","51","Virginia","840","Winchester City","39.1839700009242","-78.16308"
"01/28/2020","AQS","518400002","1","6","ug/m3 SC","6","Winchester Courts Building","1","100.0000","81102","PM10 Total 0-10um STP","49020","Winchester, VA-WV","51","Virginia","840","Winchester City","39.1839700009242","-78.16308"
"02/03/2020","AQS","518400002","1","8","ug/m3 SC","7","Winchester Courts Building","1","100.0000","81102","PM10 Total 0-10um STP","49020","Winchester, VA-WV","51","Virginia","840","Winchester City","39.1839700009242","-78.16308"
"02/09/2020","AQS","518400002","1","5","ug/m3 SC","5","Winchester Courts Building","1","100.0000","81102","PM10 Total 0-10um STP","49020","Winchester, VA-WV","51","Virginia","840","Winchester City","39.1839700009242","-78.16308"
"02/15/2020","AQS","518400002","1","7","ug/m3 SC","6","Winchester Courts Building","1","100.0000","81102","PM10 Total 0-10um STP","49020","Winchester, VA-WV","51","Virginia","840","Winchester City","39.1839700009242","-78.16308"
"02/21/2020","AQS","518400002","1","6","ug/m3 SC","6","Winchester Courts Building","1","100.0000","81102","PM10 Total 0-10um STP","49020","Winchester, VA-WV","51","Virginia","840","Winchester City","39.1839700009242","-78.16308"
"02/27/2020","AQS","518400002","1","2","ug/m3 SC","2","Winchester Courts Building","1","100.0000","81102","PM10 Total 0-10um STP","49020","Winchester, VA-WV","51","Virginia","840","Winchester City","39.1839700009242","-78.16308"
"03/04/2020","AQS","518400002","1","3","ug/m3 SC","3","Winchester Courts Building","1","100.0000","81102","PM10 Total 0-10um STP","49020","Winchester, VA-WV","51","Virginia","840","Winchester City","39.1839700009242","-78.16308"
"03/10/2020","AQS","518400002","1","7","ug/m3 SC","6","Winchester Courts Building","1","100.0000","81102","PM10 Total 0-10um STP","49020","Winchester, VA-WV","51","Virginia","840","Winchester City","39.1839700009242","-78.16308"
"03/16/2020","AQS","518400002","1","8","ug/m3 SC","7","Winchester Courts Building","1","100.0000","81102","PM10 Total 0-10um STP","49020","Winchester, VA-WV","51","Virginia","840","Winchester City","39.1839700009242","-78.16308"
